Player,League,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
C. Gallagher,England Premier League 2025-26,Tottenham Hotspur,Tottenham Hotspur,"AMF, RCMF, RW",26.0,0,2031-06-30,14,1142,1,0.83,1,1.06,13.56,44.77,England,"England, Republic of Ireland",right,182,77,no,7.41,5.2,53.03,1.89,33.33,0.55,0.79,0.24,4.1,5.86,1.5,2,0.16,0,0.0,1.81,0.08,1,0.08,0.07,0,0.0,10,0.79,30.0,10.0,0.08,1.73,36.36,0.24,66.67,1.42,33.33,0.0,1.73,54.55,5.04,40.63,1.5,0.47,0.08,24.04,0.71,1.5,33.89,82.33,9.38,72.27,7.88,94.0,9.3,86.44,30.26,86.2,1.89,62.5,17.33,28.23,0.08,0.55,0.0,0.0,0.08,0.0,0.39,3.86,77.55,2.13,48.15,0.24,0.0,0.47,0.63,4.65,69.49,0,,0,,0,0.0,0.0,0.0,,,0.55,,,0.0,0.0,0.0,0.0,0,0.0
L. Bogarde,England Premier League 2025-26,Aston Villa,Aston Villa,"RDMF, RB, LDMF",22.0,450000,,27,1141,0,0.0,0,0.02,15.54,49.75,Netherlands,"Netherlands, Suriname",right,185,76,no,8.36,7.49,60.0,2.45,38.71,0.55,0.84,0.32,3.31,5.02,1.34,5,0.39,0,0.0,0.32,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.16,50.0,0.0,0.0,0.16,50.0,0.0,0.24,66.67,3.94,42.0,0.32,0.55,0.24,27.69,0.08,1.42,36.84,89.51,11.83,80.0,5.99,97.37,11.6,95.24,35.97,90.57,0.71,44.44,14.6,8.92,0.0,0.16,0.16,0.0,0.08,100.0,0.0,3.08,87.18,0.39,60.0,0.16,50.0,0.24,0.08,4.1,57.69,0,,0,,0,0.0,0.0,0.0,,,0.47,,,0.0,0.0,0.0,0.0,0,0.0
S. Longstaff,England Premier League 2025-26,Leeds United,Leeds United,RCMF,28.0,25000000,2029-06-30,22,1139,2,1.49,2,2.51,14.93,55.56,England,England,right,180,65,no,9.32,7.82,60.61,1.5,31.58,1.66,2.12,0.47,2.92,3.74,1.03,2,0.16,0,0.0,0.63,0.16,2,0.16,0.12,0,0.0,15,1.19,20.0,13.333,0.16,0.55,42.86,0.08,0.0,0.47,50.0,0.0,0.32,50.0,3.0,47.37,1.34,0.47,0.16,24.02,0.16,1.26,33.19,85.24,9.8,73.39,6.32,97.5,11.69,91.22,30.66,88.4,1.98,48.0,16.49,21.26,0.2,1.42,0.0,0.0,0.0,0.0,0.32,4.03,68.63,0.87,54.55,0.08,100.0,0.24,0.32,4.35,67.27,0,,0,,0,0.0,0.0,0.0,,,0.63,,,1.58,0.08,0.0,2.45,0,0.0
L. Nmecha,England Premier League 2025-26,Leeds United,Leeds United,CF,27.0,5000000,2027-06-30,29,1137,6,7.9,1,0.96,21.13,30.71,Germany,"Germany, England",right,185,80,no,3.48,2.69,52.94,6.65,28.57,0.4,0.5,0.08,1.66,2.11,1.19,0,0.0,0,0.0,1.98,0.47,4,0.32,0.63,0,0.0,26,2.06,61.54,23.077,0.08,0.47,0.0,0.16,0.0,0.32,0.0,0.08,1.42,50.0,7.12,26.67,3.09,0.79,0.24,10.13,1.66,1.19,13.77,64.37,2.69,44.12,4.27,77.78,3.01,63.16,12.98,67.07,0.32,50.0,13.97,5.39,0.08,0.47,0.08,0.0,0.0,0.0,0.16,1.27,50.0,0.95,33.33,0.0,0.0,0.55,0.08,1.42,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,3,66.667
A. Tuanzebe,England Premier League 2025-26,Burnley,Burnley,"RCB, CB",28.0,2200000,,12,1133,1,0.68,0,0.0,11.92,47.33,Congo DR,"Congo DR, England",right,185,75,no,7.71,4.21,66.04,4.05,41.18,0.08,0.09,0.71,4.85,5.35,1.03,1,0.08,0,0.0,0.24,0.08,1,0.08,0.05,0,0.0,3,0.24,66.67,33.333,0.0,0.08,100.0,0.0,0.0,0.08,100.0,0.0,0.0,0.0,0.87,27.27,0.24,0.4,0.0,25.98,0.16,0.16,37.65,86.29,13.11,71.52,3.18,97.5,15.57,92.35,33.44,91.45,4.13,44.23,19.67,42.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,65.31,0.56,28.57,0.32,50.0,0.08,0.08,5.64,57.75,0,,0,,0,0.0,0.0,0.0,,,1.51,,,0.0,0.0,0.0,0.0,0,0.0
D. Solanke,England Premier League 2025-26,Tottenham Hotspur,Tottenham Hotspur,CF,28.0,40000000,2030-06-30,15,1128,3,3.32,0,0.28,21.46,29.74,England,"England, Nigeria",right,187,80,no,4.23,2.87,66.67,5.27,30.3,0.08,0.11,0.4,2.23,3.18,0.96,1,0.08,0,0.0,1.6,0.24,3,0.24,0.27,0,0.0,17,1.36,58.82,17.647,0.0,0.32,0.0,0.16,0.0,0.16,0.0,0.08,1.68,47.62,8.06,25.74,3.19,0.88,0.16,7.34,0.88,0.72,12.45,78.85,2.31,62.07,3.43,97.67,2.31,72.41,11.81,81.76,0.32,50.0,12.29,7.64,0.02,0.32,0.08,0.0,0.0,0.0,0.16,1.04,53.85,0.48,33.33,0.0,0.0,0.64,0.0,0.88,45.45,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
W. Odobert,England Premier League 2025-26,Tottenham Hotspur,Tottenham Hotspur,"LAMF, RAMF, LW",21.0,0,2029-06-30,24,1123,0,2.4,2,2.35,15.79,40.1,France,"France, Martinique",right,185,76,no,3.37,3.13,69.23,1.28,25.0,0.08,0.12,0.0,1.12,1.74,0.16,0,0.0,0,0.0,3.29,0.0,0,0.0,0.19,0,0.0,18,1.44,44.44,0.0,0.16,2.72,32.35,1.92,29.17,0.8,40.0,0.4,3.45,51.16,9.46,32.2,2.8,3.45,0.72,20.6,1.36,0.8,28.69,81.84,7.61,81.05,7.13,97.75,7.13,71.91,25.24,87.94,0.72,55.56,14.89,10.63,0.19,1.36,0.16,0.08,0.0,0.0,0.72,2.08,88.46,2.8,48.57,0.0,0.0,1.12,0.96,4.49,75.0,0,,0,,0,0.0,0.0,0.0,,,0.16,,,0.0,0.0,0.0,0.0,0,0.0
R. Christie,England Premier League 2025-26,Bournemouth,Bournemouth,"LDMF, RDMF, AMF",31.0,12000000,2027-06-30,26,1122,2,1.44,0,1.06,19.41,45.45,Scotland,Scotland,left,178,71,no,8.02,6.34,56.96,2.97,37.84,0.8,1.19,0.48,3.61,5.36,1.36,3,0.24,1,0.08,2.25,0.16,2,0.16,0.12,0,0.0,23,1.84,30.43,8.696,0.0,1.2,26.67,0.96,25.0,0.24,33.33,0.08,2.41,46.67,7.62,41.05,2.01,2.09,0.8,31.68,0.72,1.68,43.64,79.41,14.6,62.09,7.46,93.55,15.56,91.75,37.3,85.16,5.13,50.0,18.18,26.25,0.08,0.64,0.0,0.0,0.48,50.0,0.48,8.74,70.64,3.21,32.5,1.68,33.33,1.12,0.32,7.06,71.59,0,,0,,0,0.0,0.0,0.0,,,0.32,,,0.16,0.0,0.0,0.32,0,0.0
S. Magassa,England Premier League 2025-26,West Ham United,West Ham United,"RDMF, DMF, RCMF",22.0,8000000,2031-06-30,22,1099,1,0.75,0,0.34,18.59,52.42,France,"France, Mali",right,188,79,no,9.75,7.94,59.79,2.62,43.75,0.49,0.52,0.41,4.5,4.81,1.31,4,0.33,0,0.0,1.15,0.08,1,0.08,0.06,0,0.0,7,0.57,28.57,14.286,0.0,0.74,33.33,0.0,0.0,0.74,33.33,0.08,0.98,75.0,5.32,52.31,0.41,0.66,0.08,20.15,0.16,1.47,32.51,82.37,10.65,70.77,4.59,92.86,9.91,88.43,28.5,86.49,3.28,57.5,16.54,29.35,0.03,0.25,0.0,0.0,0.08,0.0,0.08,3.28,80.0,0.98,33.33,0.33,50.0,0.25,0.25,5.49,58.21,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.0,0.0,0.0,0.0,0,0.0
A. Armstrong,England Premier League 2025-26,Wolverhampton Wanderers,Wolverhampton Wanderers,"CF, AMF",29.0,0,2029-06-30,12,1093,1,2.04,2,0.85,9.55,32.76,England,England,right,172,69,no,3.05,2.47,50.0,1.56,26.32,0.33,0.39,0.08,1.48,1.77,0.91,3,0.25,0,0.0,0.74,0.08,1,0.08,0.17,0,0.0,13,1.07,30.77,7.692,0.16,0.41,40.0,0.16,0.0,0.16,100.0,0.08,0.99,25.0,3.13,28.95,2.22,0.33,0.0,8.73,1.73,0.25,11.61,75.18,2.31,53.57,2.55,90.32,3.21,79.49,10.87,77.27,0.33,50.0,14.67,6.62,0.07,0.33,0.0,0.0,0.0,0.0,0.25,0.82,30.0,0.58,71.43,0.08,100.0,0.41,0.25,1.32,56.25,0,,0,,0,0.0,0.0,0.0,,,0.33,,,0.0,0.0,0.0,0.0,0,0.0
L. Bergvall,England Premier League 2025-26,Tottenham Hotspur,Tottenham Hotspur,"AMF, LAMF, LCMF",20.0,0,2031-06-30,23,1085,1,1.67,2,0.21,15.43,40.32,Sweden,Sweden,right,186,74,no,5.31,4.73,50.88,2.32,32.14,0.5,0.76,0.25,2.41,3.66,1.82,2,0.17,0,0.0,1.74,0.08,1,0.08,0.14,1,0.08,11,0.91,54.55,9.091,0.17,1.74,19.05,0.33,50.0,1.41,11.76,0.25,1.91,43.48,5.81,34.29,2.41,1.58,0.66,17.92,0.83,0.5,26.54,79.38,6.88,66.27,6.47,96.15,7.8,73.4,23.39,86.17,1.41,41.18,15.98,14.1,0.02,0.33,0.0,0.0,0.08,100.0,0.17,2.9,74.29,1.74,38.1,0.17,0.0,0.83,0.25,2.74,66.67,0,,0,,0,0.0,0.0,0.0,,,0.91,,,0.0,0.0,0.0,0.0,0,0.0
Kevin,England Premier League 2025-26,Fulham,Fulham,"LAMF, LW",23.0,12000000,2030-06-30,24,1082,1,1.52,0,2.31,22.21,42.32,Brazil,Brazil,right,176,69,no,7.07,5.49,59.09,2.0,20.83,0.67,0.96,0.0,3.16,4.58,1.0,1,0.08,0,0.0,6.24,0.08,1,0.08,0.13,0,0.0,22,1.83,45.45,4.545,0.0,3.08,54.05,3.08,54.05,0.0,0.0,0.42,6.57,55.7,12.73,41.83,3.16,4.74,0.58,22.71,2.0,1.25,29.2,76.64,7.82,63.83,8.48,95.1,7.15,75.58,24.62,80.41,1.66,60.0,17.19,21.91,0.19,1.08,0.08,0.0,0.25,33.33,0.58,2.08,64.0,3.83,71.74,0.25,33.33,1.75,1.66,5.66,72.06,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.08,0.0,0.0,0.83,0,0.0
R. Aït-Nouri,England Premier League 2025-26,Manchester City,Manchester City,LB,24.0,35000000,2030-06-30,16,1071,0,0.81,2,1.26,18.57,47.51,France,"France, Algeria",left,180,70,no,7.9,7.06,58.33,1.76,61.9,0.34,0.57,0.08,3.45,5.89,1.34,2,0.17,0,0.0,2.44,0.0,0,0.0,0.07,0,0.0,9,0.76,22.22,0.0,0.17,1.76,28.57,1.76,28.57,0.0,0.0,0.5,4.12,42.86,8.49,35.64,1.43,3.19,0.5,40.25,2.52,0.76,49.33,88.42,9.75,78.45,13.03,95.48,13.95,92.77,46.39,92.57,1.26,13.33,15.93,24.61,0.11,0.84,0.0,0.08,0.0,0.0,0.34,4.12,85.71,1.26,66.67,0.0,0.0,0.67,0.5,5.71,67.65,0,,0,,0,0.0,0.0,0.0,,,0.5,,,0.0,0.0,0.0,0.59,0,0.0
M. Mount,England Premier League 2025-26,Manchester United,Manchester United,"AMF, LW, RDMF",27.0,35000000,2028-06-30,21,1054,3,1.44,0,1.32,15.63,41.53,England,England,right,181,74,no,5.89,4.95,56.9,2.05,25.0,0.43,0.65,0.09,2.65,4.03,1.28,2,0.17,0,0.0,1.37,0.26,3,0.26,0.12,0,0.0,18,1.54,27.78,16.667,0.0,1.02,41.67,0.94,36.36,0.09,100.0,0.17,1.2,28.57,5.55,30.77,2.56,0.6,0.26,25.1,0.77,0.68,32.36,83.11,9.14,76.64,7.6,92.13,8.71,82.35,28.95,86.14,2.39,64.29,14.41,25.15,0.11,0.77,0.0,0.0,0.51,33.33,0.34,4.27,82.0,2.39,60.71,0.85,40.0,1.62,0.43,5.38,79.37,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.26,0.17,50.0,0.85,0,0.0
A. Heaven,England Premier League 2025-26,Manchester United,Manchester United,"CB, LCB, RCB",19.0,0,2029-06-30,17,1040,0,0.31,1,0.09,11.25,60.77,England,England,left,0,0,no,7.36,4.15,70.83,2.86,48.48,0.78,1.02,0.87,3.63,4.74,0.61,2,0.17,0,0.0,0.35,0.0,0,0.0,0.03,0,0.0,3,0.26,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.52,66.67,1.82,66.67,0.52,1.04,0.09,28.9,0.17,0.78,40.93,90.49,13.93,81.37,3.12,94.44,17.74,96.59,38.77,92.86,2.08,50.0,14.3,26.04,0.01,0.17,0.0,0.09,0.09,0.0,0.09,2.94,79.41,0.43,20.0,0.17,50.0,0.17,0.0,4.33,62.0,0,,0,,0,0.0,0.0,0.0,,,1.99,,,0.0,0.0,0.0,0.0,0,0.0
Jorge Cuenca,England Premier League 2025-26,Fulham,Fulham,LCB,26.0,6000000,2028-06-30,14,1037,0,0.0,0,0.0,10.33,60.5,Spain,Spain,left,190,75,no,9.11,5.29,68.85,3.21,54.05,0.43,0.55,0.61,5.03,6.35,0.87,5,0.43,0,0.0,0.09,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.09,100.0,0.09,100.0,0.0,0.0,0.0,0.17,0.0,0.61,42.86,0.17,1.48,0.09,37.23,0.17,0.09,51.38,86.82,22.3,76.26,4.69,98.15,17.97,94.69,44.18,94.11,7.12,41.46,20.2,36.4,0.0,0.0,0.09,0.09,0.0,0.0,0.0,5.9,50.0,0.95,27.27,0.69,12.5,0.17,0.09,8.24,65.26,0,,0,,0,0.0,0.0,0.0,,,3.12,,,0.0,0.0,0.0,0.0,0,0.0
N. Mazraoui,England Premier League 2025-26,Manchester United,Manchester United,"RCB, RB, RWB",28.0,30000000,2028-06-30,19,1036,0,0.04,0,0.17,14.42,57.83,Netherlands,"Netherlands, Morocco",right,183,65,no,10.25,6.34,64.38,2.95,52.94,0.69,0.99,0.17,5.47,7.78,1.04,3,0.26,0,0.0,1.04,0.0,0,0.0,0.0,0,0.0,4,0.35,0.0,0.0,0.0,1.39,25.0,0.26,33.33,1.13,23.08,0.09,1.04,66.67,2.95,55.88,0.87,1.48,0.09,32.75,1.04,1.13,46.04,87.17,20.5,80.51,5.91,98.53,10.95,88.1,41.09,92.6,3.56,48.78,15.02,26.65,0.01,0.35,0.17,0.09,0.0,0.0,0.09,6.17,81.69,1.56,44.44,0.35,25.0,0.26,0.35,8.25,73.68,0,,0,,0,0.0,0.0,0.0,,,0.87,,,0.0,0.0,0.0,0.0,0,0.0
C. Bradley,England Premier League 2025-26,Liverpool,Liverpool,RB,22.0,15000000,2029-06-30,15,1029,0,0.08,2,0.99,21.17,50.41,Northern Ireland,Northern Ireland,right,181,74,no,9.45,8.4,47.92,3.24,48.65,0.44,0.67,0.44,4.99,7.6,1.57,5,0.44,0,0.0,1.75,0.0,0,0.0,0.01,0,0.0,4,0.35,0.0,0.0,0.17,2.71,29.03,0.09,0.0,2.62,30.0,0.26,2.01,47.83,6.21,54.93,1.75,1.84,0.44,33.32,0.52,1.75,44.61,84.12,14.78,76.92,8.13,96.77,13.73,88.54,38.83,90.99,3.41,46.15,18.23,34.32,0.09,0.44,0.17,0.09,0.17,0.0,0.35,5.51,76.19,2.27,42.31,0.52,0.0,0.87,0.61,5.86,70.15,0,,0,,0,0.0,0.0,0.0,,,0.61,,,0.0,0.0,0.0,0.09,0,0.0
A. Smith,England Premier League 2025-26,Bournemouth,Bournemouth,RB,35.0,1000000,2027-06-30,20,1028,0,0.0,1,0.28,14.01,53.75,England,England,right,180,78,no,8.75,8.23,59.57,2.36,44.44,0.18,0.23,0.61,3.68,4.9,1.31,3,0.26,0,0.0,0.18,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.09,0.96,9.09,0.0,0.0,0.96,9.09,0.0,0.26,33.33,1.49,35.29,0.7,0.44,0.09,16.72,0.26,0.7,25.65,79.52,10.77,68.29,4.73,100.0,6.3,79.17,20.4,91.42,4.38,38.0,18.79,20.4,0.02,0.26,0.0,0.0,0.0,0.0,0.26,4.99,68.42,1.14,30.77,0.09,0.0,0.44,0.09,5.43,64.52,0,,0,,0,0.0,0.0,0.0,,,0.79,,,0.09,0.0,0.0,0.0,0,0.0
M. Ugarte,England Premier League 2025-26,Manchester United,Manchester United,"RCMF, LCMF, LDMF",25.0,45000000,2029-06-30,22,1025,0,1.13,0,0.05,18.44,55.71,Uruguay,Uruguay,right,182,77,no,11.94,9.48,61.11,2.72,45.16,1.05,1.42,0.35,5.09,6.88,2.11,1,0.09,0,0.0,0.26,0.0,0,0.0,0.1,0,0.0,13,1.14,7.69,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.79,22.22,3.86,50.0,0.7,1.14,0.0,31.43,0.18,1.32,43.46,85.66,12.12,72.46,7.46,95.29,16.24,91.35,40.83,89.25,2.46,32.14,17.02,24.8,0.0,0.26,0.09,0.0,0.09,0.0,0.0,5.97,77.94,0.88,30.0,0.53,0.0,0.26,0.0,6.23,61.97,0,,0,,0,0.0,0.0,0.0,,,0.53,,,0.0,0.0,0.0,0.0,0,0.0
O. Bobb,England Premier League 2025-26,Fulham,Fulham,"RW, LAMF, RAMF",22.0,25000000,2031-06-30,21,1025,0,1.16,2,1.94,17.74,43.07,Norway,"Norway, Gambia",left,172,65,no,6.32,5.36,60.66,1.05,50.0,0.09,0.14,0.0,2.99,4.59,0.97,1,0.09,0,0.0,2.46,0.0,0,0.0,0.1,0,0.0,10,0.88,30.0,0.0,0.18,1.23,28.57,0.35,25.0,0.79,22.22,0.18,3.6,48.78,9.92,33.63,3.69,2.72,0.09,24.23,1.05,1.23,31.08,82.77,4.74,62.96,11.59,93.18,6.41,79.45,29.06,86.1,0.79,44.44,13.41,13.06,0.17,1.32,0.09,0.0,0.18,50.0,0.53,1.23,64.29,2.2,80.0,0.09,0.0,2.46,0.35,4.21,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.26,0,0.0
Rayan,England Premier League 2025-26,Bournemouth,Bournemouth,"RAMF, LAMF",19.0,0,2031-06-30,13,1024,5,2.05,2,2.07,18.11,44.66,Brazil,Brazil,left,185,75,no,4.92,3.25,56.76,5.71,41.54,0.09,0.13,0.0,2.99,4.36,0.62,1,0.09,0,0.0,4.31,0.44,5,0.44,0.18,1,0.09,25,2.2,32.0,20.0,0.18,2.46,28.57,0.7,25.0,1.76,30.0,0.53,5.1,56.9,7.56,46.51,2.64,3.34,0.62,17.84,1.67,0.53,24.35,77.62,4.83,58.18,7.03,95.0,7.82,73.03,20.48,85.41,1.49,47.06,16.97,31.99,0.18,0.97,0.0,0.0,0.09,0.0,0.62,1.67,52.63,2.29,46.15,0.26,0.0,0.97,0.62,2.99,79.41,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.0,0.0,0.0,0.09,0,0.0
E. Guessand,England Premier League 2025-26,Crystal Palace,Crystal Palace,"RAMF, AMF, RW",24.0,8000000,2030-06-30,19,1021,1,1.27,1,0.37,20.8,43.64,France,"France, Côte d'Ivoire",right,188,79,yes,6.35,5.29,60.0,2.12,50.0,0.71,1.12,0.09,2.47,3.91,1.15,0,0.0,0,0.0,1.67,0.09,1,0.09,0.11,0,0.0,9,0.79,55.56,11.111,0.09,1.32,13.33,0.35,25.0,0.97,9.09,0.18,3.09,34.29,11.19,33.86,2.38,1.06,0.26,13.13,0.88,1.85,16.48,77.54,4.23,64.58,4.5,96.08,3.97,77.78,14.72,84.43,0.44,40.0,16.19,4.62,0.03,0.35,0.0,0.09,0.0,0.0,0.35,1.06,41.67,1.06,50.0,0.09,0.0,0.44,0.18,1.67,52.63,0,,0,,0,0.0,0.0,0.0,,,0.35,,,0.0,0.0,0.0,0.0,0,0.0
J. Kluivert,England Premier League 2025-26,Bournemouth,Bournemouth,AMF,27.0,14000000,2028-06-30,18,1020,2,1.7,0,2.45,14.91,37.87,Netherlands,"Netherlands, Suriname",right,172,66,no,3.44,4.24,47.92,2.56,24.14,0.18,0.25,0.18,1.24,1.76,1.41,4,0.35,0,0.0,2.38,0.18,2,0.18,0.15,0,0.0,16,1.41,25.0,12.5,0.0,2.21,44.0,1.5,41.18,0.71,50.0,0.09,2.56,37.93,5.82,34.85,2.56,2.12,0.35,21.18,1.24,0.71,29.65,79.76,6.18,71.43,6.97,97.47,10.24,80.17,26.12,83.78,1.41,56.25,16.44,18.2,0.22,1.5,0.09,0.0,0.09,100.0,0.53,2.21,84.0,2.38,62.96,0.44,60.0,0.97,1.06,4.41,66.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.71,0.26,33.33,1.76,0,0.0
D. Möller Wolfe,England Premier League 2025-26,Wolverhampton Wanderers,Wolverhampton Wanderers,"LWB, LB",24.0,4500000,2030-06-30,20,1015,0,0.18,2,0.76,11.97,51.85,Norway,Norway,left,185,79,no,5.94,4.88,60.0,2.04,60.87,0.18,0.21,0.18,2.84,3.39,0.53,1,0.09,0,0.0,1.77,0.0,0,0.0,0.02,0,0.0,4,0.35,0.0,0.0,0.18,2.84,37.5,2.57,37.93,0.18,0.0,0.35,1.24,57.14,3.01,44.12,1.33,1.33,0.35,16.32,0.62,0.35,21.37,75.52,8.33,68.09,3.37,100.0,5.41,73.77,16.67,85.64,1.95,40.91,16.43,21.25,0.07,0.53,0.0,0.0,0.0,0.0,0.35,2.39,66.67,2.13,50.0,0.18,0.0,0.18,1.06,4.97,76.79,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.0,0.0,0.0,0.27,0,0.0
A. Broja,England Premier League 2025-26,Burnley,Burnley,CF,24.0,22000000,2030-06-30,24,1007,1,1.71,1,0.09,26.45,30.07,England,"England, Albania",right,191,75,no,3.84,3.22,63.89,10.19,24.56,0.0,0.0,0.09,1.79,2.21,1.16,0,0.0,0,0.0,2.06,0.09,1,0.09,0.15,1,0.09,14,1.25,42.86,7.143,0.09,0.63,28.57,0.18,0.0,0.45,40.0,0.0,2.77,48.39,9.38,31.43,2.86,0.8,0.18,8.13,1.88,1.43,11.8,80.3,2.23,76.0,4.11,86.96,2.5,78.57,11.17,83.2,0.09,0.0,13.77,2.67,0.01,0.27,0.0,0.0,0.0,0.0,0.09,0.89,60.0,0.45,80.0,0.0,0.0,0.18,0.18,0.36,0.0,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.0,0.0,0.0,0.0,0,0.0
L. Cook,England Premier League 2025-26,Bournemouth,Bournemouth,"LDMF, RDMF, RB",29.0,12000000,2028-06-30,16,1000,0,0.05,1,0.47,11.43,51.97,England,England,right,175,71,no,9.63,5.67,65.08,2.43,37.04,0.36,0.52,0.45,5.58,8.02,0.72,1,0.09,1,0.09,0.9,0.0,0,0.0,0.0,0,0.0,4,0.36,0.0,0.0,0.09,1.08,75.0,0.27,66.67,0.81,77.78,0.09,0.18,50.0,1.53,47.06,0.45,2.16,0.54,29.79,0.63,0.36,45.36,85.12,13.32,68.92,7.56,95.24,17.73,91.88,40.05,88.99,4.41,48.98,18.07,26.52,0.04,0.81,0.09,0.0,0.0,0.0,0.09,5.94,68.18,1.98,45.45,0.72,12.5,0.18,0.81,6.75,74.67,0,,0,,0,0.0,0.0,0.0,,,1.08,,,0.81,0.09,0.0,2.34,0,0.0
J. Willock,England Premier League 2025-26,Newcastle United,Newcastle United,"RCMF, LCMF",26.0,30000000,2027-06-30,22,996,0,1.45,1,1.08,17.53,45.36,England,"England, Montserrat",right,179,71,no,6.87,6.05,61.19,2.08,39.13,0.36,0.5,0.09,2.8,3.84,1.36,3,0.27,0,0.0,1.81,0.0,0,0.0,0.13,0,0.0,11,0.99,36.36,0.0,0.09,1.36,46.67,0.45,40.0,0.81,44.44,0.27,2.17,37.5,6.6,35.62,2.17,2.44,1.08,19.07,0.27,0.81,26.57,82.31,6.05,82.09,7.59,92.86,7.68,81.18,23.77,85.93,1.63,61.11,17.84,21.16,0.1,0.81,0.0,0.0,0.09,0.0,0.45,2.53,85.71,1.99,63.64,0.18,0.0,0.99,0.54,3.89,72.09,0,,0,,0,0.0,0.0,0.0,,,0.36,,,0.0,0.0,0.0,0.0,0,0.0
J. Sancho,England Premier League 2025-26,Aston Villa,Aston Villa,"RAMF, LAMF",26.0,30000000,2026-06-30,22,975,0,1.05,1,2.27,13.57,32.65,England,"England, Jamaica",right,180,76,yes,2.49,2.95,40.63,0.83,33.33,0.0,0.0,0.0,1.29,1.93,0.28,0,0.0,0,0.0,2.86,0.0,0,0.0,0.1,0,0.0,9,0.83,22.22,0.0,0.09,2.68,24.14,0.74,50.0,1.94,14.29,0.55,3.6,53.85,7.66,30.12,4.52,2.58,0.55,27.05,1.29,0.18,36.09,81.59,8.4,75.82,11.91,93.02,7.57,79.27,32.68,87.01,0.74,50.0,15.6,9.06,0.21,1.94,0.09,0.0,0.18,50.0,1.2,1.29,85.71,3.51,65.79,0.18,50.0,2.58,0.65,4.8,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.18,0.0,0.0,0.46,0,0.0
